user_id,phone_number,imei_prefix,phone_model,timestamp,current_city,current_area,current_location_lat,current_location_lon,cell_tower_id,cell_tower_lat,cell_tower_lon,previous_city,previous_area,previous_location_lat,previous_location_lon,prev_cell_tower_id,prev_cell_tower_lat,prev_cell_tower_lon,last_sim_usage_timestamp,last_device_usage_timestamp,sim_change_flag,device_change_flag,time_since_last_sim_change,num_calls_last_24h,num_sms_last_24h,data_usage_last_24h,change_in_data_usage,login_attempts,num_failed_logins_last_24h,transaction_count,account_activity_flag,is_roaming,distance_change_km,change_in_cell_tower_id,risk_score,label,is_sim_swap,alert_type
DEMOUSER_5010,+94747252829,64655817,Samsung Galaxy S22,2026-02-26 13:58:15,Matara,Area_13,6.154027,81.30963,RAT_BA_8382,7.805657,80.371246,Kurunegala,Area_12,8.049734,81.278617,BAD_HA_8993,9.244518,80.763188,2026-02-25 22:58:15,2026-02-25 08:58:15,1,0,22,58,105,5.13,3.85,14,12,14,0,0,473.56,1,93.41,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_5011,+94726923362,66408667,Samsung Galaxy S22,2026-01-29 13:58:15,Jaffna,Area_13,8.93603,81.790671,BAD_BA_7121,7.973961,80.705237,Colombo,Area_15,7.790415,79.52777,JAF_PO_6285,7.68072,81.826624,2026-01-28 19:58:15,2026-01-29 06:58:15,1,1,30,25,63,7.22,5.14,30,15,1,1,1,484.65,0,67.43,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_5012,+94705337633,89922060,Xiaomi 13,2026-02-04 13:58:15,Galle,Area_5,9.055639,79.524532,KUR_PA_7215,8.254956,81.258746,Galle,Area_11,8.744011,80.035636,BAT_ER_2456,9.134102,80.497979,2026-02-02 21:58:15,2026-02-02 19:58:15,0,0,11,4,13,0.4,3.68,1,2,13,0,1,3.12,0,30.37,0,0,NORMAL_BEHAVIOR
DEMOUSER_5013,+94786645827,74317852,Samsung Galaxy S24,2026-02-20 13:58:15,Galle,Area_10,9.472123,80.087421,KUR_PA_2319,7.652568,81.523388,Negombo,Area_2,9.753272,80.112653,COL_WE_2675,5.916135,81.871754,2026-02-18 23:58:15,2026-02-17 15:58:15,1,0,0,34,121,7.32,2.19,11,6,6,1,1,469.62,1,69.66,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_5014,+94748932759,73937731,Xiaomi Note 18,2026-02-09 13:58:15,Colombo,Area_19,9.668334,80.597163,GAL_AM_3584,7.240572,80.755444,Jaffna,Area_2,8.46983,81.793581,BAD_BA_1660,7.172,80.208109,2026-02-09 07:58:15,2026-02-09 12:58:15,0,0,40,6,30,0.57,0.13,8,1,0,1,1,9.62,0,32.12,0,0,NORMAL_BEHAVIOR
DEMOUSER_5015,+94752861999,87860519,Xiaomi Redmi Note 11,2026-02-08 13:58:15,Matara,Area_9,8.512365,81.864686,ANU_KE_8296,9.459687,81.102888,Kandy,Area_14,6.653465,80.028715,BAT_KA_2736,7.18536,81.56484,2026-02-06 17:58:15,2026-02-06 21:58:15,1,0,16,22,93,5.95,3.81,11,14,11,1,0,358.04,0,85.49,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_5016,+94753377050,86994557,Oppo A78,2026-02-16 13:58:15,Anuradhapura,Area_11,6.776673,79.801854,KAN_KA_5353,7.080822,81.420336,Colombo,Area_14,7.029845,80.638598,BAD_EL_2588,7.66957,80.741481,2026-02-16 12:58:15,2026-02-15 13:58:15,1,0,24,54,89,7.12,1.22,22,6,14,1,1,380.19,0,70.67,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_5017,+94707544309,77562624,Samsung Galaxy S24,2026-02-10 13:58:15,Kandy,Area_15,6.662635,80.930964,BAT_KA_8285,6.495913,80.162478,Colombo,Area_20,6.958773,79.859176,GAL_KA_4748,6.763633,81.423034,2026-02-10 11:58:15,2026-02-09 10:58:15,0,0,12,13,15,0.73,-0.83,1,0,4,0,0,13.96,0,15.28,0,0,NORMAL_BEHAVIOR
DEMOUSER_5018,+94747054398,21046057,Xiaomi Note 18,2026-01-30 13:58:15,Kandy,Area_15,6.577731,80.324649,RAT_PE_1598,9.077048,81.268404,Matara,Area_16,6.856822,79.753797,RAT_PE_4782,7.877049,80.545539,2026-01-29 22:58:15,2026-01-30 03:58:15,0,0,31,11,35,0.89,2.68,2,1,12,0,0,7.77,0,9.47,0,0,NORMAL_BEHAVIOR
DEMOUSER_5019,+94729613616,33080657,iPhone 13,2026-02-18 13:58:15,Colombo,Area_6,6.517906,79.738993,COL_MO_5806,7.006576,80.433472,Anuradhapura,Area_12,8.865821,80.129035,GAL_HI_7637,7.283373,81.777738,2026-02-16 13:58:15,2026-02-17 13:58:15,1,1,44,61,91,4.65,5.93,11,7,17,1,1,208.38,1,85,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_5020,+94759333477,54398640,Xiaomi Note 18,2026-02-07 13:58:15,Galle,Area_12,9.196453,80.5708,BAT_OD_6632,8.410449,80.857943,Anuradhapura,Area_20,9.475385,79.887877,COL_BA_6427,6.939831,81.326794,2026-02-06 06:58:15,2026-02-04 13:58:15,1,0,16,62,131,6.57,0.83,26,8,17,1,1,493.75,0,84.59,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_5021,+94745238441,94311037,Oppo A78,2026-02-01 13:58:15,Matara,Area_10,8.302565,80.5363,ANU_MI_2469,7.923916,81.263231,Negombo,Area_16,8.656052,81.215975,BAT_KA_8983,8.823869,81.208819,2026-01-30 20:58:15,2026-01-30 12:58:15,0,0,3,15,14,0.31,4.09,3,3,17,1,0,35.88,0,5.23,0,0,NORMAL_BEHAVIOR
DEMOUSER_5022,+94712082864,69378344,Xiaomi 13,2026-01-31 13:58:15,Galle,Area_19,6.979849,80.922311,BAT_KA_8983,7.212172,80.095099,Kurunegala,Area_17,6.330891,81.8455,BAD_BA_2468,9.834802,80.470548,2026-01-30 16:58:15,2026-01-31 08:58:15,0,0,20,0,25,0.32,0.41,3,0,15,0,0,29.78,0,33.68,0,0,NORMAL_BEHAVIOR
DEMOUSER_5023,+94718333253,45169852,Xiaomi Note 18,2026-02-02 13:58:15,Negombo,Area_6,7.140415,81.613956,RAT_EM_3376,8.446806,80.83509,Galle,Area_12,8.068485,80.550055,KAN_PE_7408,8.152091,81.375963,2026-02-01 10:58:15,2026-02-01 13:58:15,0,0,24,0,36,1.49,-0.85,4,2,5,1,1,32.57,0,16.61,0,0,NORMAL_BEHAVIOR
DEMOUSER_5024,+94763437229,11151286,Huawei P50,2026-02-09 13:58:15,Negombo,Area_18,8.388671,80.47349,BAT_KA_8161,9.3773,81.299221,Kandy,Area_18,5.908818,80.14821,KAN_KA_3487,9.761475,80.113117,2026-02-08 07:58:15,2026-02-07 05:58:15,0,0,28,13,33,1.18,5.61,8,0,8,0,0,39.53,0,30.71,0,0,NORMAL_BEHAVIOR
DEMOUSER_5025,+94743511975,89084412,Xiaomi Poco X4,2026-02-12 13:58:15,Batticaloa,Area_8,8.43392,80.899662,BAT_OD_2052,9.049062,80.263164,Kandy,Area_19,9.398686,80.741611,BAD_HA_5540,7.850809,81.238496,2026-02-10 14:58:15,2026-02-09 18:58:15,1,0,13,60,133,2.64,-1.27,24,11,19,1,0,131.89,0,62.73,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_5026,+94751215546,58622450,Xiaomi Poco X4,2026-02-07 13:58:15,Kurunegala,Area_19,6.591797,79.767787,RAT_EM_8036,6.230977,79.944851,Galle,Area_5,6.396697,79.591055,BAD_BA_6810,6.95429,80.165547,2026-02-05 15:58:15,2026-02-05 18:58:15,1,1,10,24,122,3.52,-0.97,13,10,3,1,1,157.77,0,90.99,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_5027,+94728681008,12198021,Oppo A78,2026-02-04 13:58:15,Kandy,Area_14,6.383008,79.577585,JAF_NA_3476,9.542077,80.111229,Kurunegala,Area_19,6.718707,81.003316,KUR_KU_6836,6.444546,79.870484,2026-02-03 07:58:15,2026-02-02 16:58:15,1,1,3,62,35,5.6,1.78,28,13,6,1,0,486.59,1,82.1,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_5028,+94746815366,89221371,Xiaomi Redmi Note 11,2026-02-11 13:58:15,Colombo,Area_3,8.260143,80.075981,KAN_AK_4916,8.646324,81.725181,Anuradhapura,Area_9,6.364544,80.950489,ANU_TA_1440,6.11217,80.680133,2026-02-10 10:58:15,2026-02-11 12:58:15,0,0,39,8,3,1.95,1.99,3,2,12,0,0,35.65,0,1.8,0,0,NORMAL_BEHAVIOR
DEMOUSER_5029,+94751175491,22052933,Samsung Galaxy S22,2026-02-05 13:58:15,Batticaloa,Area_16,6.695207,80.87313,ANU_KE_6302,9.250018,80.968781,Matara,Area_11,8.268015,80.302444,KAN_GA_7449,7.745414,81.595715,2026-02-04 10:58:15,2026-02-05 05:58:15,1,0,22,33,134,4.69,4.32,28,9,3,0,0,254.37,0,70.73,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_5030,+94754487924,58102883,iPhone 13,2026-01-28 13:58:15,Colombo,Area_8,7.584118,80.517844,ANU_KE_4795,9.361815,80.981968,Anuradhapura,Area_4,9.052652,80.603328,BAD_EL_3177,7.505629,80.597837,2026-01-27 14:58:15,2026-01-27 09:58:15,1,0,12,78,123,6.31,0.77,14,12,3,1,1,279.9,1,92.81,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_5031,+94753205483,86849167,Xiaomi Poco X4,2026-02-02 13:58:15,Jaffna,Area_5,7.162717,79.749179,BAT_KA_2312,6.678183,81.59022,Negombo,Area_13,8.195892,81.579583,BAD_HA_6626,7.427602,81.856145,2026-01-31 18:58:15,2026-01-31 16:58:15,0,0,43,20,35,1.77,0.61,2,3,15,0,1,7.95,0,25.84,0,0,NORMAL_BEHAVIOR
DEMOUSER_5032,+94774969806,57268882,iPhone 14,2026-02-10 13:58:15,Jaffna,Area_7,9.353351,81.302184,BAT_OD_3344,6.184304,79.65773,Colombo,Area_18,8.807562,79.53013,COL_DE_8039,7.154447,80.122134,2026-02-10 02:58:15,2026-02-08 10:58:15,0,0,19,11,6,1.39,2.64,5,2,0,0,1,36.16,0,32.22,0,0,NORMAL_BEHAVIOR
DEMOUSER_5033,+94789410998,91724325,Xiaomi Note 18,2026-02-26 13:58:15,Galle,Area_2,8.560858,79.738555,BAT_ER_2456,8.461742,80.505467,Colombo,Area_13,9.122823,80.909364,ANU_TA_8669,8.475154,80.449806,2026-02-26 00:58:15,2026-02-25 02:58:15,1,1,4,55,61,5.81,3.16,28,9,19,0,1,134.41,0,62.65,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_5034,+94761862277,69341774,Huawei P50,2026-02-06 13:58:15,Anuradhapura,Area_8,9.303999,80.656744,RAT_EM_4071,9.411106,81.318367,Anuradhapura,Area_8,7.397945,80.077563,KUR_PA_5091,8.079935,80.100668,2026-02-06 06:58:15,2026-02-06 09:58:15,0,0,21,11,40,0.74,1.9,6,3,19,0,1,37.34,0,11.76,0,0,NORMAL_BEHAVIOR
DEMOUSER_5035,+94727973154,96594679,Samsung Galaxy A54,2026-02-03 13:58:15,Galle,Area_20,6.420414,80.087071,ANU_TA_3170,7.678275,81.581822,Batticaloa,Area_6,9.040836,79.63217,JAF_NA_7653,8.056787,81.679199,2026-02-03 06:58:15,2026-02-02 21:58:15,1,1,31,22,95,5.89,1.12,10,11,6,0,1,320.56,1,72.1,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_5036,+94768452473,56765342,Xiaomi 13,2026-02-22 13:58:15,Batticaloa,Area_10,8.979987,80.017063,ANU_TA_8158,7.243676,80.430854,Colombo,Area_4,9.66195,79.875703,BAT_KA_5587,7.35083,81.031447,2026-02-22 12:58:15,2026-02-20 11:58:15,0,0,10,16,22,0.88,-1.82,2,2,4,0,0,9.81,0,18.26,0,0,NORMAL_BEHAVIOR
DEMOUSER_5037,+94723230214,55356470,Vivo Y35,2026-02-04 13:58:15,Kandy,Area_20,8.036649,80.586036,KUR_PA_9520,9.723651,79.643754,Jaffna,Area_18,7.43103,80.14152,KUR_PA_6225,6.251028,81.179161,2026-02-04 12:58:15,2026-02-03 21:58:15,0,0,28,5,5,1.93,1.14,6,0,1,0,1,2.66,0,10.56,0,0,NORMAL_BEHAVIOR
DEMOUSER_5038,+94716718568,25727070,Samsung Galaxy S24,2026-02-03 13:58:15,Colombo,Area_10,9.028616,81.23146,RAT_BA_4637,7.569881,81.039966,Negombo,Area_13,7.646756,81.400811,GAL_UN_5577,7.355807,81.583289,2026-02-02 22:58:15,2026-02-01 15:58:15,1,0,1,79,94,4.97,4.38,27,10,13,1,1,320.62,0,82.42,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_5039,+94771363667,42014672,Xiaomi Redmi Note 11,2026-02-11 13:58:15,Galle,Area_13,7.443904,80.721184,KUR_NA_5347,9.636048,80.24385,Negombo,Area_17,9.102414,80.008237,BAD_BA_3447,7.108445,81.229564,2026-02-10 17:58:15,2026-02-11 12:58:15,1,0,7,27,103,4.67,3.85,21,10,17,0,0,277.85,0,63,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_5040,+94759990751,86950787,Xiaomi 13,2026-02-01 13:58:15,Matara,Area_1,9.141502,81.659118,KAN_AK_9829,6.581498,79.816707,Negombo,Area_12,6.78916,80.599172,RAT_EM_3376,9.654028,80.520814,2026-02-01 07:58:15,2026-01-30 19:58:15,1,1,10,61,99,6.5,-1.21,17,10,2,0,0,109.6,1,66.23,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_5041,+94768715901,57961606,Vivo Y35,2026-02-11 13:58:15,Colombo,Area_18,8.141563,81.646652,COL_BA_9243,9.713766,80.10266,Negombo,Area_12,7.939719,81.388844,BAD_HA_2670,7.921919,81.548787,2026-02-11 12:58:15,2026-02-11 08:58:15,1,1,34,42,127,2.23,1.36,16,13,19,1,0,417.62,1,68.18,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_5042,+94725003036,74155046,iPhone 15 Pro,2026-02-14 13:58:15,Matara,Area_19,8.135488,79.680368,RAT_EM_8036,6.375646,80.857854,Negombo,Area_16,6.326186,80.991471,COL_MO_9579,9.045157,80.521864,2026-02-13 14:58:15,2026-02-11 17:58:15,1,0,34,57,92,4.26,1.72,24,12,17,0,0,373.4,0,71.06,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_5043,+94782990599,59451460,Oppo A78,2026-02-21 13:58:15,Batticaloa,Area_13,8.720877,80.804588,BAD_EL_6400,8.78964,80.589271,Colombo,Area_10,6.333071,80.556184,GAL_AM_1221,8.846457,81.881488,2026-02-21 09:58:15,2026-02-20 06:58:15,0,0,31,6,27,1.57,0.07,5,1,4,1,0,36.87,0,29.59,0,0,NORMAL_BEHAVIOR
DEMOUSER_5044,+94758722862,95579005,Xiaomi Note 18,2026-02-07 13:58:15,Matara,Area_11,5.960596,81.789086,JAF_PO_8582,8.967235,81.316877,Jaffna,Area_1,9.435907,79.713043,BAD_BA_4492,6.475829,80.525474,2026-02-06 05:58:15,2026-02-05 11:58:15,0,0,30,9,16,1.11,3.93,1,3,17,1,1,4.89,0,9.5,0,0,NORMAL_BEHAVIOR
DEMOUSER_5045,+94717260135,67472524,Xiaomi Redmi Note 11,2026-02-21 13:58:15,Jaffna,Area_4,6.546933,81.826828,JAF_KO_1753,8.345413,80.634948,Anuradhapura,Area_2,8.856598,81.279571,JAF_CH_3950,8.673073,80.149482,2026-02-20 09:58:15,2026-02-20 08:58:15,0,0,42,4,5,1.17,2.35,8,0,17,0,0,31.23,0,2.4,0,0,NORMAL_BEHAVIOR
DEMOUSER_5046,+94719993320,53309529,Xiaomi Note 18,2026-02-07 13:58:15,Galle,Area_13,7.073511,81.602609,ANU_MI_4181,6.897802,79.706391,Kurunegala,Area_9,9.703384,79.93027,COL_WE_1992,8.637594,80.718656,2026-02-07 10:58:15,2026-02-05 20:58:15,1,0,4,61,140,2.44,4.79,27,6,14,0,0,348.08,0,65.44,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_5047,+94719454814,41408865,Samsung Galaxy A54,2026-02-08 13:58:15,Kandy,Area_8,9.478549,79.644798,GAL_UN_6875,9.798769,80.093874,Kurunegala,Area_6,7.26077,80.314706,RAT_BA_7113,9.673408,81.702052,2026-02-08 04:58:15,2026-02-06 06:58:15,0,0,4,10,22,0.25,1,1,1,0,0,1,3.94,0,34.63,0,0,NORMAL_BEHAVIOR
DEMOUSER_5048,+94778263769,34091456,Huawei P50,2026-02-24 13:58:15,Kurunegala,Area_1,6.290419,80.947454,COL_WE_8920,8.850121,81.632625,Batticaloa,Area_4,6.433402,80.970279,JAF_NA_7265,8.681221,81.266241,2026-02-24 10:58:15,2026-02-23 08:58:15,1,1,14,51,60,4.1,4.09,28,5,18,1,0,102.84,1,68.43,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_5049,+94747686357,75778955,Xiaomi Redmi Note 11,2026-02-06 13:58:15,Matara,Area_14,8.666052,81.666748,KAN_GA_3345,6.121645,79.834947,Matara,Area_4,7.958152,81.274604,GAL_UN_7745,9.511143,79.840266,2026-02-06 11:58:15,2026-02-04 06:58:15,0,0,25,9,35,0.8,1.38,2,3,19,1,1,21.7,0,8.65,0,0,NORMAL_BEHAVIOR
DEMOUSER_5050,+94763855863,91052324,Oppo A78,2026-02-19 13:58:15,Matara,Area_10,6.992202,80.423433,GAL_HI_3675,5.905066,81.611288,Kurunegala,Area_4,8.311265,80.598007,GAL_AM_1221,6.875181,80.697145,2026-02-17 20:58:15,2026-02-16 23:58:15,1,0,43,74,104,5.57,-1.15,20,10,18,1,1,175.99,1,60.42,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_5051,+94716320858,11618348,Xiaomi Poco X4,2026-02-19 13:58:15,Anuradhapura,Area_6,7.304214,80.057564,GAL_UN_2120,6.719498,79.918008,Matara,Area_7,9.685269,81.374183,KAN_KA_7322,8.53922,79.657953,2026-02-19 00:58:15,2026-02-17 14:58:15,0,0,12,0,17,0.4,2.95,3,2,12,1,0,8.41,0,20.81,0,0,NORMAL_BEHAVIOR
DEMOUSER_5052,+94789512990,12567198,Huawei P50,2026-02-07 13:58:15,Anuradhapura,Area_4,7.978113,81.748714,ANU_TA_8250,9.080715,81.503903,Batticaloa,Area_6,8.507096,80.839865,COL_KI_1020,8.486698,80.024961,2026-02-06 14:58:15,2026-02-04 13:58:15,1,1,41,34,102,6.61,0.55,10,12,19,1,1,363.61,0,94.01,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_5053,+94765733762,55276160,Xiaomi Note 18,2026-02-20 13:58:15,Negombo,Area_5,8.338263,80.584344,KAN_KA_3317,6.528214,81.164861,Negombo,Area_15,6.518444,79.570223,JAF_PO_3281,7.494666,80.66737,2026-02-19 19:58:15,2026-02-19 10:58:15,1,1,15,79,148,7.23,-1.11,20,13,0,1,0,292.06,1,94.19,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_5054,+94761031295,22438172,iPhone 14,2026-02-20 13:58:15,Anuradhapura,Area_13,8.839977,79.664468,GAL_AM_7783,8.336254,79.687275,Kurunegala,Area_8,9.544502,81.181582,COL_DE_7308,9.304471,79.623599,2026-02-19 02:58:15,2026-02-20 06:58:15,0,0,30,4,4,1.32,3.63,2,2,8,1,1,5.73,0,5.47,0,0,NORMAL_BEHAVIOR
DEMOUSER_5055,+94789022118,48701000,Xiaomi 13,2026-01-29 13:58:15,Kurunegala,Area_20,7.579573,81.721065,KAN_GA_1644,9.754896,80.794435,Negombo,Area_8,8.118114,79.685882,BAT_KA_1895,8.784492,81.806073,2026-01-28 09:58:15,2026-01-28 13:58:15,0,0,19,19,18,1.23,-1.34,8,2,8,1,1,0.4,0,30.2,0,0,NORMAL_BEHAVIOR
DEMOUSER_5056,+94740283587,61660922,Oppo A78,2026-01-28 13:58:15,Negombo,Area_9,6.424652,80.716976,ANU_KE_8296,9.555168,81.744831,Kandy,Area_15,6.308244,79.985044,JAF_PO_3419,6.968226,81.47866,2026-01-27 07:58:15,2026-01-27 00:58:15,0,0,5,0,34,1.15,-0.88,5,1,1,1,1,12.3,0,9.11,0,0,NORMAL_BEHAVIOR
DEMOUSER_5057,+94751284152,79312237,Samsung Galaxy S24,2026-02-11 13:58:15,Galle,Area_14,8.422889,81.571032,RAT_PE_5494,8.214474,79.722939,Jaffna,Area_5,7.085878,81.626542,ANU_MI_3621,9.643658,81.833287,2026-02-10 09:58:15,2026-02-09 03:58:15,0,0,42,10,27,0.21,-1.63,1,0,19,0,1,14.13,0,4.34,0,0,NORMAL_BEHAVIOR
DEMOUSER_5058,+94762717201,42632589,Xiaomi Poco X4,2026-02-10 13:58:15,Negombo,Area_15,6.757875,79.602657,COL_MO_7077,8.065104,80.230311,Batticaloa,Area_9,6.640598,80.788197,COL_WE_7390,8.317952,80.821357,2026-02-09 15:58:15,2026-02-07 23:58:15,1,1,28,77,59,6.1,1,25,6,9,0,0,308.83,1,88.15,1,1,HIGH_RISK_SIM_SWAP
DEMOUSER_5059,+94727871247,19696387,Xiaomi Note 18,2026-02-22 13:58:15,Galle,Area_20,8.626204,80.905455,GAL_KA_6209,8.013289,80.53762,Galle,Area_9,8.1323,80.131041,BAT_OD_9034,9.564864,79.686615,2026-02-20 22:58:15,2026-02-19 15:58:15,0,0,7,2,32,0.9,-1.08,7,1,8,1,0,13.42,0,19.65,0,0,NORMAL_BEHAVIOR
DEMOUSER_5060,+94773306188,97030326,iPhone 14,2026-02-19 13:58:15,Galle,Area_14,7.687302,80.80772,COL_DE_5833,7.952635,80.409662,Jaffna,Area_13,9.657935,80.922664,GAL_KA_2285,8.238506,80.654399,2026-02-18 16:58:15,2026-02-16 22:58:15,0,0,10,11,31,0.4,1.64,6,3,0,0,1,14.87,0,20.78,0,0,NORMAL_BEHAVIOR
DEMOUSER_5061,+94726485637,64240382,Xiaomi Poco X4,2026-02-12 13:58:15,Batticaloa,Area_18,8.914504,81.55814,KUR_PA_8353,7.727277,80.959789,Batticaloa,Area_16,7.320059,80.439489,ANU_TA_9630,9.612925,81.219972,2026-02-11 22:58:15,2026-02-11 06:58:15,0,0,15,4,7,1.69,-0.89,2,1,15,1,0,7.07,0,12.29,0,0,NORMAL_BEHAVIOR
DEMOUSER_5062,+94765885872,27525796,Samsung Galaxy S24,2026-02-12 13:58:15,Colombo,Area_8,8.44806,80.548933,RAT_BA_3346,6.069379,79.919644,Batticaloa,Area_15,9.269087,80.648176,JAF_KO_1328,8.359327,80.850436,2026-02-10 16:58:15,2026-02-09 21:58:15,1,1,2,76,72,2.26,0.11,18,13,1,0,1,232.38,0,71.86,1,1,HIGH_RISK_SIM_SWAP
